Timestamp,Category,Stream Title,Channel,Viewers,Tags
2025-02-22 17:31:43,Just Chatting,"Brammen von der gamescom LAN TAG 2 mit @radlerauge , @formulalena & @wizdomblendzz | !discord - Neu im Shop !matten - Staffel 2 von !dlds",Velcuz,5700,Русский
2025-02-22 17:31:43,Just Chatting,Win Challenge mit @pietsmiet & @radlerauge! | !holzkern !momox,Tectone,5700,Русский
2025-02-22 17:31:43,Just Chatting,HAARE SCHNEIDEN! Ultimative Winchallenge mit Brammen und FormulaLena auf der GAMESCOM LAN! Winchallenge! !prepmymeal,nowkies,5700,minecraft
2025-02-22 17:31:43,Just Chatting,KUSSIA88 - КАША88,PietSmiet,5200,Русский
2025-02-22 17:31:43,Just Chatting,SO BO TA || !G4 !kinguin !BETCLIC !prime !dmarket !shoty !skins, + 3 ,5000,Büffel
2025-02-22 17:31:43,Just Chatting,разбор полетов | !тг,FormulaLena,5000,Deutsch
2025-02-22 17:31:43,Just Chatting,GAMESCOM-LAN TAG 2, + 3 ,4200,drops
2025-02-22 17:31:43,Just Chatting,Looking at my VIEWERS bedrooms! #K9ROOMS • VSHOJO K9KURO !gfuel,Radlerauge,3700,Русский
2025-02-22 17:31:43,Just Chatting,"🔴(a)WAKE@NITE🔴WABI-SABI NIGHTS— I'M STILL IN JAPAN?🔴GHOSTLY GAIJIN HAUNTS YANAKA, ASAKUSA AND MORE— SKYTREE?🔴!socials !KCD2", + 3 ,3300,gamer
2025-02-22 17:31:43,Just Chatting,APREM REPORTAGES 🚨🚔🚨 !traderepublic 👀🤯,kussia88,3100,pro
2025-02-22 17:31:43,Just Chatting,"😈 НУ... КОСПЛЕЙ, ПОЛУЧАЕТСЯ... 😈 CINEMA-АУК 😈 ПОСЛЕДНИЙ СТРИМ ПЕРЕД ОТПУСКОМ 😈 | !ББ !СПИСОК !TG",MrDzinold,2900,Polski
2025-02-22 17:31:43,Just Chatting,🔴 COLOMBIA🔴LCDLF 24/7 EN VIVO 🔴LA CASA DE LOS FAMOSOS,GENSYXA,2900,xd
2025-02-22 17:31:43,Just Chatting,BON WEEKEND GAMING! - !1440p !holy,AsterPewPew,2800,додеп
2025-02-22 17:31:43,Just Chatting,🦇BATMAN ARKHAM SERIES MARATHON🦇*ARKHAM ASYLUM*,KaiCenat,59100,AMP
2025-02-22 17:31:43,Just Chatting,🔴 3 МАДАГАСКАР | НАЧАЛО: 18:20 👉 !тг !hh !2026,shadowkekw,27200,ADHD
2025-02-22 17:31:43,Just Chatting,🤯 GEILER Stream mit Geilen Männers @Papaplatte 🥰,rewinside,21600,gaming
2025-02-22 17:31:43,Just Chatting,🤯 GEILE MÄNNER MACHEN GEILE SACHEN 🤯, with Papaplatte ,21600,English
2025-02-22 17:31:43,Just Chatting,фильм косплей l !Winline !ЯО !tg,Papaplatte,18900,English
2025-02-22 17:31:43,Just Chatting,༼ ºل͟º༼ ºل͟º( ͡° ͜ʖ ͡°)ºل͟º ༽ºل͟º ༽ (мемы офф) | Тг: t.me/t2xtwitch, with rewinside ,16000,2024NEWYEARS
2025-02-22 17:31:43,Just Chatting,КОНЕЦ СКУЛБОЯ + ПОКУПАЮ НОВУЮ МАШИНУ,deepins02,14100,Русский
2025-02-22 17:31:43,Just Chatting,🏆 20.000€ GAMESCOM LAN TURNIER 🏆 POWERED BY INTEL 🏆 | NASCHITHON TAG 16 🏆!intel !giveaway !leaderboard #werbung,T2x2,12400,twıtch
2025-02-22 17:31:43,Just Chatting,ВЕСТА ГРАНТА НА ОБКАТКЕ РАВШАН,EDISON,12200,ADHD
2025-02-22 17:31:43,Just Chatting,🔴PRZYGOTOWANIA NA ZŁOTE ANTOSIE Z DZIEWCZYNAMI🔴!YT,MckyTV,10700,ADHDStreamer
2025-02-22 17:31:43,Just Chatting,IRL | Готовим что-то вкусненькое w/ @maryymme, + 2 ,8900,Deutsch
2025-02-22 17:31:43,Just Chatting,IRL STREAM 🧏🏻‍♂️ @ ASSEMBLY GAMING-CON + MINIGOLF AND MORE LATER 🦆🦆🦆,steel,8200,wer
2025-02-22 17:31:43,Just Chatting,Let's Talk About It.,MaaiLinh,7900,dumm
2025-02-22 17:31:43,Just Chatting,Самый крупный АНОНС по ФПИ Банку. СЕГОДНЯ,ZLOYn,6200,german
2025-02-22 17:31:43,Just Chatting,"Brammen von der gamescom LAN TAG 2 mit @radlerauge , @formulalena & @wizdomblendzz | !discord - Neu im Shop !matten - Staffel 2 von !dlds",Velcuz,5700,Русский
2025-02-22 17:31:43,Just Chatting,Win Challenge mit @pietsmiet & @radlerauge! | !holzkern !momox,Tectone,5700,Русский
2025-02-22 17:31:43,Just Chatting,HAARE SCHNEIDEN! Ultimative Winchallenge mit Brammen und FormulaLena auf der GAMESCOM LAN! Winchallenge! !prepmymeal,nowkies,5700,minecraft
2025-02-22 17:31:43,Just Chatting,KUSSIA88 - КАША88,PietSmiet,5200,Русский
2025-02-22 17:31:43,Just Chatting,SO BO TA || !G4 !kinguin !BETCLIC !prime !dmarket !shoty !skins, + 3 ,5000,Büffel
2025-02-22 17:31:43,Just Chatting,разбор полетов | !тг,FormulaLena,5000,Deutsch
2025-02-22 17:31:43,Just Chatting,GAMESCOM-LAN TAG 2, + 3 ,4200,drops
2025-02-22 17:31:43,Just Chatting,Looking at my VIEWERS bedrooms! #K9ROOMS • VSHOJO K9KURO !gfuel,Radlerauge,3700,Русский
2025-02-22 17:31:43,Just Chatting,"🔴(a)WAKE@NITE🔴WABI-SABI NIGHTS— I'M STILL IN JAPAN?🔴GHOSTLY GAIJIN HAUNTS YANAKA, ASAKUSA AND MORE— SKYTREE?🔴!socials !KCD2", + 3 ,3300,gamer
2025-02-22 17:31:43,Just Chatting,APREM REPORTAGES 🚨🚔🚨 !traderepublic 👀🤯,kussia88,3100,pro
2025-02-22 17:31:43,Just Chatting,"😈 НУ... КОСПЛЕЙ, ПОЛУЧАЕТСЯ... 😈 CINEMA-АУК 😈 ПОСЛЕДНИЙ СТРИМ ПЕРЕД ОТПУСКОМ 😈 | !ББ !СПИСОК !TG",MrDzinold,2900,Polski
2025-02-22 17:31:43,Just Chatting,🔴 COLOMBIA🔴LCDLF 24/7 EN VIVO 🔴LA CASA DE LOS FAMOSOS,GENSYXA,2900,xd
2025-02-22 17:31:43,Just Chatting,BON WEEKEND GAMING! - !1440p !holy,AsterPewPew,2800,додеп
2025-02-22 17:31:52,Counter-Strike,MOUZ vs. Astralis - PGL Cluj-Napoca 2025 - Semifinals,PGL,51700,English
2025-02-22 17:31:52,Counter-Strike,🔴ASTRALIS vs MOUZ | CLUJ NAPOCA SEMI FINAL🔴,ohnePixel,27000,Esports
2025-02-22 17:31:52,Counter-Strike,SEMIFINAIS PGL Cluj-Napoca 2025 - !socio - Siga @Gaules nas redes sociais!,Gaules,14300,English
2025-02-22 17:31:52,Counter-Strike,[RU] MOUZ [1:0] Astralis | PGL Cluj-Napoca 2025 Playoffs | Day 1 /w @WorldEdit @mager1337,bySL4M,11800,Português
2025-02-22 17:31:52,Counter-Strike,[NO DELAY] MOUZ 0:0 Astralis PGL Cluj-Napoca 2025 Playoffs | !winline !tg !lis,Dmitry_Lixxx,9400,Киберспорт
2025-02-22 17:31:52,Counter-Strike,🔴(БЕЗ ЗАДЕРЖКИ) MOUZ [1] vs [0] Astralis | PGL Cluj-Napoca 2025 w/ @des0ut,StRoGo,8500,SL4M
2025-02-22 17:31:52,Counter-Strike,смотрим astralis против mouz !tg !fonbet,AhriNyan,7900,Русский
2025-02-22 17:31:52,Counter-Strike,ВЕЛИЧАЙШЕЕ ОТКРЫТИЕ КЕЙСОВ после тик тока=) | !pari !tg,rostikfacekid,7200,Русский
2025-02-22 17:31:52,Counter-Strike,[БЕЗ ЗАДЕРЖКИ] Liquid vs Chimera | DreamLeague S25 GS | !winline !tg !мерч !комп,just_ns,6300,Русский
2025-02-22 17:31:52,Counter-Strike,[AL/ENG] BAD NEWS EAGLES | PGL Bucharest 2025 Europe Open Qualifier !HELLCASE !SPINARIUM,xhocii,4900,Русский
2025-02-22 17:31:52,Counter-Strike,"[RU] OFFCAST | MOUZ [1:0] Astralis | PGL Cluj-Napoca 2025: Playoffs | BO3 | @jay_tb, @Solaar_06, @Roma_roo & @nastyamulla",cs2_paragon_ru,4500,English
2025-02-22 17:31:52,Counter-Strike,MOUZ vs Astralis | PGL Cluj-Napoca | Dzień 7 | reklama | !logitechg !rapidktl,IzakOOO,3800,Русский
2025-02-22 17:31:52,Counter-Strike,🔥 PGL Cluj-Napoca 2025 Semi-Finals ✅ Mouz vs Astralis ✅ ❄️ LIVE @ Winter Assembly ❄️🎙️ @oonraimo & @sLowiNd 🔥,pelaajatcom,2700,Русский
2025-02-22 17:31:52,Counter-Strike,PGL Cluj-Napoca 2025 - Semifinals 🥗 road to 1 million followers,fl0m,2600,English
2025-02-22 17:31:52,Counter-Strike,⭐️ КАСТИМ PGL | MOUZ vs. ASTRALIS w/ @anastaze @fandercs @seizedwf ЯКУБОВИЧ,pokanoname,2400,CSGO
2025-02-22 17:31:52,Counter-Strike,🔥 MANSION КАСТ PGL W/ @fandercs @pokanoname @seizedwf ЯКУБОВИЧ 🔥MOUZ vs. ASTRALIS 🔥!TG !ФРИБЕТ15К, + 2 ,2400,Kosovo
2025-02-22 17:31:52,Counter-Strike,Astralis vs MOUZ | PGL Cluj-Napoca | СТРИМ MANSION | @anastaze | @pokanoname,anastaze,2400,Albania
2025-02-22 17:31:52,Counter-Strike,"ЕСЛИ НЕ АПНУ 10 ДО КОНЦА МЕСЯЦА, -ПК", + 2 ,2200,Русский
2025-02-22 17:31:52,Counter-Strike,[UA] MOUZ vs Astralis (1:0) BO3 | PGL Cluj-Napoca 2025 - Playoffs | by @olsior & @leniniw,fANDERCS,2200,Esports
2025-02-22 17:31:52,Counter-Strike,PGL Cluj-Napoca 2025 - Playoffs | com o @officialfoxcn | @ OG SunFlower House, + 2 ,2100,Киберспорт
2025-02-22 17:31:52,Counter-Strike,MOUZ vs Astralis - PGL Cluj-Napoca 2025 - Demi-finale !WINAMAX,zibert1715_,2000,Polski
2025-02-22 17:31:52,Counter-Strike,ENCE Academy vs. JANO | Elisa Open Suomi 8 FINAALI | Assembly Winter,cs2_maincast,1900,Assembly
2025-02-22 17:31:52,Counter-Strike,👾 Gamescom LAN mit Team SCHWEINEAIM - Tag 2 👾 !schweineaim Control Pads wieder auf Lager,Move_Mind,1800,Suomi
2025-02-22 17:31:52,Counter-Strike,🔴 Gamescom LAN mit Team SCHWEINEAIM - CS2 Turnier (3-0) - Tag 2🔴, with Officialfoxcn ,1800,SwoleDaddy
2025-02-22 17:31:52,Counter-Strike,👾 Gamescom LAN mit Team SCHWEINEAIM - CS2 Turnier (3-0) - Tag 2 👾 | !premier !socials,KRL_STREAM,1800,NotFat
2025-02-22 17:31:52,Counter-Strike,PREM w/ @lattykksad @lavieoubourse | !tg !betboom,ElisaViihdeSport,1800,English
2025-02-22 17:31:52,Counter-Strike,🔴 CANLI: MOUZ - 1 🆚 0 - ASTRALIS | Bo3 | PGL CLUJ NAPOCA 2025 YARI FİNAL | !ef sosyal: @rootthegamer | #yüzdeyüzgaming #ad,TrilluXe,1700,FAT
2025-02-22 17:31:52,Counter-Strike,[ESP] MOUZ vs. Astralis | Semifinales | PGL Cluj-Napoca 2025 | !fantasy !pgl !partidos | Más en @pituherranz, + 2 ,1500,s1mple
2025-02-22 17:31:52,Counter-Strike,CYBERSHOKE vs B8 🔹 Quarter-final 🏆 CCT Europe S2 – Online Series #18,DestroyBlader,1200,666
2025-02-22 17:31:52,Counter-Strike,MOUZ vs. Astralis - PGL Cluj-Napoca 2025 - Semifinals,PGL,51700,English
2025-02-22 17:31:52,Counter-Strike,🔴ASTRALIS vs MOUZ | CLUJ NAPOCA SEMI FINAL🔴,ohnePixel,27000,Esports
2025-02-22 17:31:52,Counter-Strike,SEMIFINAIS PGL Cluj-Napoca 2025 - !socio - Siga @Gaules nas redes sociais!,Gaules,14300,English
2025-02-22 17:31:52,Counter-Strike,[RU] MOUZ [1:0] Astralis | PGL Cluj-Napoca 2025 Playoffs | Day 1 /w @WorldEdit @mager1337,bySL4M,11800,Português
2025-02-22 17:31:52,Counter-Strike,[NO DELAY] MOUZ 0:0 Astralis PGL Cluj-Napoca 2025 Playoffs | !winline !tg !lis,Dmitry_Lixxx,9400,Киберспорт
2025-02-22 17:31:52,Counter-Strike,🔴(БЕЗ ЗАДЕРЖКИ) MOUZ [1] vs [0] Astralis | PGL Cluj-Napoca 2025 w/ @des0ut,StRoGo,8500,SL4M
2025-02-22 17:31:52,Counter-Strike,смотрим astralis против mouz !tg !fonbet,AhriNyan,7900,Русский
2025-02-22 17:31:52,Counter-Strike,ВЕЛИЧАЙШЕЕ ОТКРЫТИЕ КЕЙСОВ после тик тока=) | !pari !tg,rostikfacekid,7200,Русский
2025-02-22 17:31:52,Counter-Strike,[БЕЗ ЗАДЕРЖКИ] Liquid vs Chimera | DreamLeague S25 GS | !winline !tg !мерч !комп,just_ns,6300,Русский
2025-02-22 17:31:52,Counter-Strike,[AL/ENG] BAD NEWS EAGLES | PGL Bucharest 2025 Europe Open Qualifier !HELLCASE !SPINARIUM,xhocii,4900,Русский
2025-02-22 17:31:52,Counter-Strike,"[RU] OFFCAST | MOUZ [1:0] Astralis | PGL Cluj-Napoca 2025: Playoffs | BO3 | @jay_tb, @Solaar_06, @Roma_roo & @nastyamulla",cs2_paragon_ru,4500,English
2025-02-22 17:31:52,Counter-Strike,MOUZ vs Astralis | PGL Cluj-Napoca | Dzień 7 | reklama | !logitechg !rapidktl,IzakOOO,3800,Русский
2025-02-22 17:31:52,Counter-Strike,🔥 PGL Cluj-Napoca 2025 Semi-Finals ✅ Mouz vs Astralis ✅ ❄️ LIVE @ Winter Assembly ❄️🎙️ @oonraimo & @sLowiNd 🔥,pelaajatcom,2700,Русский
2025-02-22 17:31:52,Counter-Strike,PGL Cluj-Napoca 2025 - Semifinals 🥗 road to 1 million followers,fl0m,2600,English
2025-02-22 17:31:52,Counter-Strike,⭐️ КАСТИМ PGL | MOUZ vs. ASTRALIS w/ @anastaze @fandercs @seizedwf ЯКУБОВИЧ,pokanoname,2400,CSGO
2025-02-22 17:31:52,Counter-Strike,🔥 MANSION КАСТ PGL W/ @fandercs @pokanoname @seizedwf ЯКУБОВИЧ 🔥MOUZ vs. ASTRALIS 🔥!TG !ФРИБЕТ15К, + 2 ,2400,Kosovo
2025-02-22 17:31:52,Counter-Strike,Astralis vs MOUZ | PGL Cluj-Napoca | СТРИМ MANSION | @anastaze | @pokanoname,anastaze,2400,Albania
2025-02-22 17:31:52,Counter-Strike,"ЕСЛИ НЕ АПНУ 10 ДО КОНЦА МЕСЯЦА, -ПК", + 2 ,2200,Русский
2025-02-22 17:31:52,Counter-Strike,[UA] MOUZ vs Astralis (1:0) BO3 | PGL Cluj-Napoca 2025 - Playoffs | by @olsior & @leniniw,fANDERCS,2200,Esports
2025-02-22 17:31:52,Counter-Strike,PGL Cluj-Napoca 2025 - Playoffs | com o @officialfoxcn | @ OG SunFlower House, + 2 ,2100,Киберспорт
2025-02-22 17:31:52,Counter-Strike,MOUZ vs Astralis - PGL Cluj-Napoca 2025 - Demi-finale !WINAMAX,zibert1715_,2000,Polski
2025-02-22 17:31:52,Counter-Strike,ENCE Academy vs. JANO | Elisa Open Suomi 8 FINAALI | Assembly Winter,cs2_maincast,1900,Assembly
2025-02-22 17:31:52,Counter-Strike,👾 Gamescom LAN mit Team SCHWEINEAIM - Tag 2 👾 !schweineaim Control Pads wieder auf Lager,Move_Mind,1800,Suomi
2025-02-22 17:31:52,Counter-Strike,🔴 Gamescom LAN mit Team SCHWEINEAIM - CS2 Turnier (3-0) - Tag 2🔴, with Officialfoxcn ,1800,SwoleDaddy
2025-02-22 17:31:52,Counter-Strike,👾 Gamescom LAN mit Team SCHWEINEAIM - CS2 Turnier (3-0) - Tag 2 👾 | !premier !socials,KRL_STREAM,1800,NotFat
2025-02-22 17:31:52,Counter-Strike,PREM w/ @lattykksad @lavieoubourse | !tg !betboom,ElisaViihdeSport,1800,English
2025-02-22 17:31:52,Counter-Strike,🔴 CANLI: MOUZ - 1 🆚 0 - ASTRALIS | Bo3 | PGL CLUJ NAPOCA 2025 YARI FİNAL | !ef sosyal: @rootthegamer | #yüzdeyüzgaming #ad,TrilluXe,1700,FAT
2025-02-22 17:31:52,Counter-Strike,[ESP] MOUZ vs. Astralis | Semifinales | PGL Cluj-Napoca 2025 | !fantasy !pgl !partidos | Más en @pituherranz, + 2 ,1500,s1mple
2025-02-22 17:31:52,Counter-Strike,CYBERSHOKE vs B8 🔹 Quarter-final 🏆 CCT Europe S2 – Online Series #18,DestroyBlader,1200,666
2025-02-22 17:31:59,VALORANT,🔴G2 vs EDG - VCT MASTERS BANGKOK🔴,tarik,25200,English
2025-02-22 17:31:59,VALORANT,EDG vs. G2 - VALORANT Masters Bangkok - Swiss Stage,VALORANT,19300,DropsEnabled
2025-02-22 17:31:59,VALORANT,[ES] DRX vs VIT / EDG vs G2 - VALORANT MASTERS Bangkok #Watchparty,Mixwell,14000,ChampionsTour
2025-02-22 17:31:59,VALORANT,🔴 EDG VS G2 VCT MASTERS WATCHPARTY 🔴, with LucasRojo ,12000,Español
2025-02-22 17:31:59,VALORANT,1試合だけVALO,TenZ,8900,valorant
2025-02-22 17:31:59,VALORANT,MATCH DAY | KARMINE CORP 0-0 G2 GOZEN | VCT GC EMEA Stage 1 - Day 5 | #KCWIN,はんじょう (hanjoudesu),8500,watchparty
2025-02-22 17:31:59,VALORANT,EDG vs G2 - Masters Bangkok 2025 - Swiss Stage Day 3 #MastersCostream,helydia,8200,FPS
2025-02-22 17:31:59,VALORANT,"フルパVALO w/ rion,neth,mother3,葉",Lazvell,6400,English
2025-02-22 17:31:59,VALORANT,valo,柊ツルギ (hiiragitsurugi),4100,Anime
2025-02-22 17:31:59,VALORANT,VALORANT Masters Bangkok 2025 - Swiss Stage - Day 3,SPYGEA,4000,日本語
2025-02-22 17:31:59,VALORANT,G2 vs EDG - VCT Masters Bangkok Swiss Stage (1-0) #MastersCostream,VALORANT_jpn,2900,Esport
2025-02-22 17:31:59,VALORANT,[FR] EDWARD GAMING vs G2 ESPORTS | VCT MASTERS BANGKOK | SWISS STAGE R2 (1-0),ardiis,2600,Français
2025-02-22 17:31:59,VALORANT,WATCHPARTY - Karmine Corp GC vs G2 Gozen - Game Changers EMEA - !pickem !cast,VALORANT_fr,2500,Karminecorp
2025-02-22 17:31:59,VALORANT,フルパVALO,WiPR,2100,日本語
2025-02-22 17:31:59,VALORANT,激アツ VERSUS偵察フルパ,葉っち (yohdazo),1900,Valo
2025-02-22 17:31:59,VALORANT,VALORANT マスターズバンコク観るぞ！ #MastersCostream,CR_rion,1800,日本語
2025-02-22 17:31:59,VALORANT,🟢AO VIVO - ANALISE ASCENDENTE - !curso !aulas,ade3_3,1800,雑談
2025-02-22 17:31:59,VALORANT,5STACK CON MIX LUCAS VERDE SOY EL MEJOR JUGADOR DE CANARIAS Y ESPAÑA 💸 🤑 !keydrop !sorteo,frttt,1700,cod
2025-02-22 17:31:59,VALORANT,🔥叉滴🔥 EDG vs. G2 曼谷大師賽 #MastersCostream,b0rja,1700,APEX
2025-02-22 17:31:59,VALORANT,ウス！, with StarWraith ,1600,日本語
2025-02-22 17:31:59,VALORANT,EDG 2x1 G2 | VALORANT Masters Bangkok - Dia 3 - MD3,阿森 (assentw),1500,日本語
2025-02-22 17:31:59,VALORANT,転校前ふるぱw/べに3 こかげ3 SqLA3 ギアさん,まざー3 (mother3rd),1300,Esports
2025-02-22 17:31:59,VALORANT,DRX vs VIT / EDG vs G2 — VALORANT Masters Bangkok — Fase Suiza,Coreano,1100,VALORANT
2025-02-22 17:31:59,VALORANT,🔴G2 vs EDG - VCT MASTERS BANGKOK🔴,tarik,25200,English
2025-02-22 17:31:59,VALORANT,EDG vs. G2 - VALORANT Masters Bangkok - Swiss Stage,VALORANT,19300,DropsEnabled
2025-02-22 17:31:59,VALORANT,[ES] DRX vs VIT / EDG vs G2 - VALORANT MASTERS Bangkok #Watchparty,Mixwell,14000,ChampionsTour
2025-02-22 17:31:59,VALORANT,🔴 EDG VS G2 VCT MASTERS WATCHPARTY 🔴, with LucasRojo ,12000,Español
2025-02-22 17:31:59,VALORANT,1試合だけVALO,TenZ,8900,valorant
2025-02-22 17:31:59,VALORANT,MATCH DAY | KARMINE CORP 0-0 G2 GOZEN | VCT GC EMEA Stage 1 - Day 5 | #KCWIN,はんじょう (hanjoudesu),8500,watchparty
2025-02-22 17:31:59,VALORANT,EDG vs G2 - Masters Bangkok 2025 - Swiss Stage Day 3 #MastersCostream,helydia,8200,FPS
2025-02-22 17:31:59,VALORANT,"フルパVALO w/ rion,neth,mother3,葉",Lazvell,6400,English
2025-02-22 17:31:59,VALORANT,valo,柊ツルギ (hiiragitsurugi),4100,Anime
2025-02-22 17:31:59,VALORANT,VALORANT Masters Bangkok 2025 - Swiss Stage - Day 3,SPYGEA,4000,日本語
2025-02-22 17:31:59,VALORANT,G2 vs EDG - VCT Masters Bangkok Swiss Stage (1-0) #MastersCostream,VALORANT_jpn,2900,Esport
2025-02-22 17:31:59,VALORANT,[FR] EDWARD GAMING vs G2 ESPORTS | VCT MASTERS BANGKOK | SWISS STAGE R2 (1-0),ardiis,2600,Français
2025-02-22 17:31:59,VALORANT,WATCHPARTY - Karmine Corp GC vs G2 Gozen - Game Changers EMEA - !pickem !cast,VALORANT_fr,2500,Karminecorp
2025-02-22 17:31:59,VALORANT,フルパVALO,WiPR,2100,日本語
2025-02-22 17:31:59,VALORANT,激アツ VERSUS偵察フルパ,葉っち (yohdazo),1900,Valo
2025-02-22 17:31:59,VALORANT,VALORANT マスターズバンコク観るぞ！ #MastersCostream,CR_rion,1800,日本語
2025-02-22 17:31:59,VALORANT,🟢AO VIVO - ANALISE ASCENDENTE - !curso !aulas,ade3_3,1800,雑談
2025-02-22 17:31:59,VALORANT,5STACK CON MIX LUCAS VERDE SOY EL MEJOR JUGADOR DE CANARIAS Y ESPAÑA 💸 🤑 !keydrop !sorteo,frttt,1700,cod
2025-02-22 17:31:59,VALORANT,🔥叉滴🔥 EDG vs. G2 曼谷大師賽 #MastersCostream,b0rja,1700,APEX
2025-02-22 17:31:59,VALORANT,ウス！, with StarWraith ,1600,日本語
2025-02-22 17:31:59,VALORANT,EDG 2x1 G2 | VALORANT Masters Bangkok - Dia 3 - MD3,阿森 (assentw),1500,日本語
2025-02-22 17:31:59,VALORANT,転校前ふるぱw/べに3 こかげ3 SqLA3 ギアさん,まざー3 (mother3rd),1300,Esports
2025-02-22 17:31:59,VALORANT,DRX vs VIT / EDG vs G2 — VALORANT Masters Bangkok — Fase Suiza,Coreano,1100,VALORANT
2025-02-22 17:32:06,League of Legends,🔴LEC COSTREAM WAITING ROOM - ELIMINATION DAY🔴 !dpmlol !discord !youtube !displate,Caedrel,29700,LEC
2025-02-22 17:32:06,League of Legends,なんか,k4sen,12700,English
2025-02-22 17:32:06,League of Legends,VIT vs. BDS - 2025 LEC Winter Split Playoffs - Lower Round 1,LEC,9300,LCK
2025-02-22 17:32:06,League of Legends,LEC WINTER SPLIT 2025 - ROUND 1 LOWER - BO3,otplol_,8500,LPL
2025-02-22 17:32:06,League of Legends,🔴 Los Ratones Support 🔴,Rekkles,6900,日本語
2025-02-22 17:32:06,League of Legends,CHOVY VS SHOWMAKER | GEN VS DK | LCK,TraYtoNlol,4800,ネタバレNG
2025-02-22 17:32:06,League of Legends,🟢AZB bis LEC ELIMINATION🟢!MAD #LCKWatchparty,Tolkin,4600,ネタバレ注意
2025-02-22 17:32:06,League of Legends,🔴 LCK - GEN x NS 🔴🌴 Hoje: Passa a Call 15:00 !grupo !bb [RETRANSMISSÃO] !status !kbmidl,Baiano,2900,Esports
2025-02-22 17:32:06,League of Legends,Sabadão do Mylão 😍 !PIX !BETBOOM !DISCORD !LOJA 2x pra subs,Mylonzete,2600,English
2025-02-22 17:32:06,League of Legends,📢📢LEC CO-STREAM VIT vs BDS WINTER PLAYOFFS LETS GOO | #WatchLEC! 📢📢 !YOUTUBE !CLIPS !DISCORD !PRIME,Jankos,2200,DropsEnabled
2025-02-22 17:32:06,League of Legends,1458 LP Rank 21. Journey To Rank 1! | !insta,Spear_Shot,1600,Français
2025-02-22 17:32:06,League of Legends,SABADÃO ABENÇOADO COM O SABUGO 🌽🦈🌹 | !alura | !cod | !growth | !pix,Kennzy,1600,Esport
2025-02-22 17:32:06,League of Legends,🟪45S delay! HITPOINT KVALIFIKACE!! JDEME SI PRO ZLATO! TEAM 04 🟪 TOČKY 22:00 !kdytocky 🎰 🟪 🌞 !MERKUR 50 FS !bonus 200kč 🌞 🟪,Opat04,1500,English
2025-02-22 17:32:06,League of Legends,"GKAVLATHON DAY 5 , !GKAVLATHON . !10% , !GIVEAWAYS",Pun1shers_TV,1400,Esport
2025-02-22 17:32:06,League of Legends,SOLOQ DE GENIOS PRE LEC HISTORIA DE LA LPL HOY | #Seguimos #Hipotequismo,ToadAmarillo,1300,LEC
2025-02-22 17:32:06,League of Legends,"Se stai cercando una persona umana, gentile e educata sei nel posto sbagliato, qui siamo calabresi",Paoloidolo,1100,Challenger
2025-02-22 17:32:06,League of Legends,差點說出「不逃離鐵牌就不睡覺！！！！！！」了 【Namin/娜珉】,나민님 (namin1004),1100,Français
2025-02-22 17:32:06,League of Legends,🥵 DRAMA 🥵 !drama,humzh,1100,Deutsch
