Timestamp_x,Category,Stream Title,Channel,Tags_x,Timestamp_y,Total Followers,Tags_y,Followers Goal,Subs Goal,Current Subscribers
2025-02-23 17:19:58,Counter-Strike,🏆 MOUZ v FALCONS 🎮 PGL Cluj-Napoca 2025 FINAL 🥗 road to 1 million followers 🍔, with Officialfoxcn ,Русский,2025-02-23 17:42:51,Unknown,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:58,Counter-Strike,[UA] MOUZ vs Falcons (0:0) BO5 | PGL Cluj-Napoca 2025 - Grand final | by @homer_on_tv & @askaloneo,pelaajatcom,Polski,2025-02-23 17:43:16,102K,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:58,Counter-Strike,MOUZ vs Falcons - PGL Cluj-Napoca 2025 - Grande finale !WINAMAX,fl0m,CS2,2025-02-23 17:43:41,911K,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:58,Counter-Strike,Учу играть @BarbieGirl,cs2_maincast,csgo,2025-02-23 17:44:05,213K,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:58,Counter-Strike,ИГРАЮ С ВАМИ ХАБ ZOTIX ACADEMY,KRL_STREAM,Polski,2025-02-23 17:44:30,88.7K,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:58,Counter-Strike,челлендж топ1 фейсита w/ @magixxLFF !tg !betboom,leva2k,Português,2025-02-23 17:44:56,176K,No Tags,176477//240000,No Goal,Unknown
2025-02-23 17:19:58,Counter-Strike,🚨CAMPEONES 4 LA PARTIDA 📉🚨 WAOW !todoskins !teclas !keydrop,leha2077legend,Português,2025-02-23 17:45:21,20.8K,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:58,Counter-Strike,⭐️ КАСТИМ PGL | FALCONS vs. MOUZ w/ @anastaze @fandercs @bandurka @almazer5 ЯКУБОВИЧ,baz1221,Assembly,2025-02-23 17:45:49,137K,No Tags,136979//140000,No Goal,Unknown
2025-02-23 17:19:58,Counter-Strike,Falcons vs MOUZ | СТРИМ MANSION | PGL Cluj-Napoca | @anastaze | @pokanoname,bysTaXx,Suomi,2025-02-23 17:46:16,2.2M,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:58,Counter-Strike,🔥 MANSION КАСТ PGL W/ @fandercs @pokanoname @bandurka @almazer5 ЯКУБОВИЧ 🔥FALCONS vs. MOUZ 🔥!TG !ФРИБЕТ15К,pokanoname,BEARD,2025-02-23 17:46:41,598K,No Tags,598488//600000,No Goal,Unknown
2025-02-23 17:19:58,Counter-Strike,ПЕРВЫЙ РАЗ ИГРАЮ В КОНТР СТРАЙК !tg !ставки !мерч !shop, + 2 ,English,2025-02-23 17:36:44,Unknown,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:58,Counter-Strike,ПЕРВЫЙ РАЗ ИГРАЮ В КОНТР СТРАЙК !tg !ставки !мерч !shop, + 2 ,English,2025-02-23 17:47:10,Unknown,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:58,Counter-Strike,ПЕРВЫЙ РАЗ ИГРАЮ В КОНТР СТРАЙК !tg !ставки !мерч !shop, + 2 ,English,2025-02-23 17:48:00,Unknown,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:58,Counter-Strike,ПЕРВЫЙ РАЗ ИГРАЮ В КОНТР СТРАЙК !tg !ставки !мерч !shop, + 2 ,English,2025-02-23 17:48:50,Unknown,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:58,Counter-Strike,ПЕРВЫЙ РАЗ ИГРАЮ В КОНТР СТРАЙК !tg !ставки !мерч !shop, + 2 ,English,2025-02-23 18:29:57,Unknown,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:58,Counter-Strike,ПЕРВЫЙ РАЗ ИГРАЮ В КОНТР СТРАЙК !tg !ставки !мерч !shop, + 2 ,English,2025-02-23 18:30:56,Unknown,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:58,Counter-Strike,ПЕРВЫЙ РАЗ ИГРАЮ В КОНТР СТРАЙК !tg !ставки !мерч !shop, + 2 ,English,2025-02-23 18:31:50,Unknown,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:58,Counter-Strike,ПЕРВЫЙ РАЗ ИГРАЮ В КОНТР СТРАЙК !tg !ставки !мерч !shop, + 2 ,English,2025-02-23 19:54:21,Unknown,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:58,Counter-Strike,ПЕРВЫЙ РАЗ ИГРАЮ В КОНТР СТРАЙК !tg !ставки !мерч !shop, + 2 ,English,2025-02-23 19:55:17,Unknown,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:58,Counter-Strike,ПЕРВЫЙ РАЗ ИГРАЮ В КОНТР СТРАЙК !tg !ставки !мерч !shop, + 2 ,English,2025-02-23 19:56:15,Unknown,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:58,Counter-Strike,ПЕРВЫЙ РАЗ ИГРАЮ В КОНТР СТРАЙК !tg !ставки !мерч !shop, + 2 ,English,2025-02-23 21:01:51,Unknown,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:58,Counter-Strike,🔥 CS 2 Training für 50k Turnier 🔥 !modbewerbung !esn !rocketgames #Werbung 🔥,fANDERCS,NOTlate,2025-02-23 17:47:36,415K,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:58,Counter-Strike,MOUZ vs. Falcons (BO5) | PGL Cluj-Napoca - Gran Final, + 2 ,Pro,2025-02-23 17:36:44,Unknown,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:58,Counter-Strike,MOUZ vs. Falcons (BO5) | PGL Cluj-Napoca - Gran Final, + 2 ,Pro,2025-02-23 17:47:10,Unknown,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:58,Counter-Strike,MOUZ vs. Falcons (BO5) | PGL Cluj-Napoca - Gran Final, + 2 ,Pro,2025-02-23 17:48:00,Unknown,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:58,Counter-Strike,MOUZ vs. Falcons (BO5) | PGL Cluj-Napoca - Gran Final, + 2 ,Pro,2025-02-23 17:48:50,Unknown,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:58,Counter-Strike,MOUZ vs. Falcons (BO5) | PGL Cluj-Napoca - Gran Final, + 2 ,Pro,2025-02-23 18:29:57,Unknown,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:58,Counter-Strike,MOUZ vs. Falcons (BO5) | PGL Cluj-Napoca - Gran Final, + 2 ,Pro,2025-02-23 18:30:56,Unknown,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:58,Counter-Strike,MOUZ vs. Falcons (BO5) | PGL Cluj-Napoca - Gran Final, + 2 ,Pro,2025-02-23 18:31:50,Unknown,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:58,Counter-Strike,MOUZ vs. Falcons (BO5) | PGL Cluj-Napoca - Gran Final, + 2 ,Pro,2025-02-23 19:54:21,Unknown,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:58,Counter-Strike,MOUZ vs. Falcons (BO5) | PGL Cluj-Napoca - Gran Final, + 2 ,Pro,2025-02-23 19:55:17,Unknown,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:58,Counter-Strike,MOUZ vs. Falcons (BO5) | PGL Cluj-Napoca - Gran Final, + 2 ,Pro,2025-02-23 19:56:15,Unknown,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:58,Counter-Strike,MOUZ vs. Falcons (BO5) | PGL Cluj-Napoca - Gran Final, + 2 ,Pro,2025-02-23 21:01:51,Unknown,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:58,Counter-Strike,[ESP] MOUZ vs. Falcons | Grand Final | PGL Cluj-Napoca 2025 | !fantasy !pgl !partidos | Más en @pituherranz,anastaze,Українська,2025-02-23 17:48:25,250K,No Tags,249526//300000,No Goal,Unknown
2025-02-23 17:19:58,Counter-Strike,RUSH B vs ESC Gaming 🔹 Group D Decider 🏆 CCT Europe S2 – Online Series #19, + 2 ,UA,2025-02-23 17:36:44,Unknown,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:58,Counter-Strike,RUSH B vs ESC Gaming 🔹 Group D Decider 🏆 CCT Europe S2 – Online Series #19, + 2 ,UA,2025-02-23 17:47:10,Unknown,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:58,Counter-Strike,RUSH B vs ESC Gaming 🔹 Group D Decider 🏆 CCT Europe S2 – Online Series #19, + 2 ,UA,2025-02-23 17:48:00,Unknown,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:58,Counter-Strike,RUSH B vs ESC Gaming 🔹 Group D Decider 🏆 CCT Europe S2 – Online Series #19, + 2 ,UA,2025-02-23 17:48:50,Unknown,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:58,Counter-Strike,RUSH B vs ESC Gaming 🔹 Group D Decider 🏆 CCT Europe S2 – Online Series #19, + 2 ,UA,2025-02-23 18:29:57,Unknown,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:58,Counter-Strike,RUSH B vs ESC Gaming 🔹 Group D Decider 🏆 CCT Europe S2 – Online Series #19, + 2 ,UA,2025-02-23 18:30:56,Unknown,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:58,Counter-Strike,RUSH B vs ESC Gaming 🔹 Group D Decider 🏆 CCT Europe S2 – Online Series #19, + 2 ,UA,2025-02-23 18:31:50,Unknown,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:58,Counter-Strike,RUSH B vs ESC Gaming 🔹 Group D Decider 🏆 CCT Europe S2 – Online Series #19, + 2 ,UA,2025-02-23 19:54:21,Unknown,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:58,Counter-Strike,RUSH B vs ESC Gaming 🔹 Group D Decider 🏆 CCT Europe S2 – Online Series #19, + 2 ,UA,2025-02-23 19:55:17,Unknown,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:58,Counter-Strike,RUSH B vs ESC Gaming 🔹 Group D Decider 🏆 CCT Europe S2 – Online Series #19, + 2 ,UA,2025-02-23 19:56:15,Unknown,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:58,Counter-Strike,RUSH B vs ESC Gaming 🔹 Group D Decider 🏆 CCT Europe S2 – Online Series #19, + 2 ,UA,2025-02-23 21:01:51,Unknown,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:58,Counter-Strike,"Познал самоконтроль - Faceit спустя 7 лет, путь к 10лвл !VOLT !мышь 🌄 | !Тг",MIRWANA,Ukraine,2025-02-23 17:49:14,285K,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:19:58,Counter-Strike,[NO DELAY] Falcons 0:0 MOUZ PGL Cluj-Napoca 2025 Grand Final РОЗЫГРЫШ МЫШКА ЛАМЗА 👉 !тг !FonBet !матч !ласт,Repaz,csgo,2025-02-23 17:49:39,719K,No Tags,No Goal,/7300,6926
2025-02-23 17:19:58,Counter-Strike,FALCONS vs. MOUZ 🏆 | 12H+ STREAM & in BDAY reinfeiern 🥳🍾 | !fantasy !holy !farmskins !dm !rambo !csmoney !maps,forg1,rigolade,2025-02-23 17:50:03,225K,No Tags,No Goal,/1500,778
2025-02-23 17:20:07,League of Legends,🔴LEC PLAYOFFS ELIMINATION WITH THE BOYS - FNC VS BDS // KOI VS GX🔴 !dpmlol !discord !youtube !displate,Caedrel,LCK,2025-02-23 17:50:38,1.1M,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:20:07,League of Legends,CO STREAM LEC | BDS VS FNC | MKOI VS GX | NOS LO JUGAMOS TODO HOY #WatchLEC,knekro,LEC,2025-02-23 17:51:04,1.2M,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:20:07,League of Legends,LEC WINTER SPLIT 2025 - FNC vs BDS - ROUND 2 LOWER - BO3,otplol_,LPL,2025-02-23 17:51:30,774K,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:20:07,League of Legends,FNC vs. BDS - 2025 LEC Winter Split Playoffs - Lower Round 2,LEC,English,2025-02-23 17:51:56,2.1M,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:20:07,League of Legends,🟢FNC vs. BDS - ELIMINATION - Lower Round 2🟢#WatchLEC,Tolkin,Elmejor,2025-02-23 17:52:22,353K,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:20:07,League of Legends,500 PDL OU RIOT,YoDa,Knekrer,2025-02-23 17:52:46,Unknown,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:20:07,League of Legends,PLAYOFFS 5 - LEC - INVIERNO 2025 - LEAGUE OF LEGENDS,LVPes,Español,2025-02-23 17:53:10,1.1M,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:20:07,League of Legends,SUBATHON : JOUR 4 ▬ TRYHARD LEAGUE - !planning ▬ 3mn/Sub ▬ !subgoal,Sardoche,Rarete,2025-02-23 17:53:36,1.2M,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:20:07,League of Legends,FNC VS BDS AVEC SHEO ET JEZU PLAYOFFS #WatchLEC,TraYtoNlol,Français,2025-02-23 17:54:02,223K,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:20:07,League of Legends,"(559) TODAY, WE CLIMB PAST 700 LP ON SUPPORT",Drututt,Esport,2025-02-23 17:54:27,Unknown,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:20:07,League of Legends,🔴 LCK FINAL - GEN x HLE 🔴 🌴 Hoje: Final LTA às 16:00 !grupo !bb [RETRANSMISSÃO] !status !kbmidl,Baiano,DropsEnabled,2025-02-23 17:54:53,1M,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:20:07,League of Legends,LEC co-stream | Fnatic vs Team BDS | Winter W5 D2 | #WatchLEC | !roglec !merch !chronicles,Xnapycz,English,2025-02-23 17:55:18,204K,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:20:07,League of Legends,20x #1 WoW gamer relaxes with easy 4 button mobile game,Ziqoftw,Esports,2025-02-23 17:55:43,355K,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:20:07,League of Legends,📢📢LEC CO-STREAM LEGENDS FNC vs BDS WINTER PLAYOFFS LETS GOO | #WatchLEC! 📢📢 !YOUTUBE !CLIPS !DISCORD !PRIME,Jankos,LPL,2025-02-23 17:56:10,1.3M,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:20:07,League of Legends,"🔴Fnatic 0:0 Team BDS (BO3 FEARLESS)🔴LEC WINTER PLAYOFFS !LEC🔴Komentarz: Nervarien, Leo, Zwyroo🔴",Nervarien,Deutsch,2025-02-23 17:56:36,635K,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:20:07,League of Legends,勝利も敗北も知り逃げ回って涙を流して男は一人前になるｗ/まざー,Kamito_JP,LEC,2025-02-23 17:57:02,326K,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:20:07,League of Legends,LEC 💯💯 Co-Stream con LAPROFEZIA: @Terenas PLAYOFF FNC vs BDS #WatchLEC 💯💯,Brizz94,English,2025-02-23 17:57:27,108K,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:20:07,League of Legends,LOSER BRACKET FNC vs BDS Costreaming LEC con @brizz94 #WatchLEC, with Terenas ,Português,2025-02-23 17:57:51,Unknown,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:20:07,League of Legends,ヨォ！,Terenas,Worlds,2025-02-23 17:58:16,170K,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:20:07,League of Legends,🔴LEC CO STREAM | BDS vs FNC | LE LOSER EST OUT | BO3 FEARLESS #WatchLEC, with Brizz94 ,Español,2025-02-23 17:58:40,Unknown,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:20:07,League of Legends,JUGAMOS CONTRA BDS HOY DÍA DE ELIMINATORIA | FNC vs BDS | FNATIC LEC CO-STREAM | Winter Playoffs Round 2 | #WatchLEC,まざー3 (mother3rd),Drop,2025-02-23 17:59:03,Unknown,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:20:07,League of Legends,"GIANTX vs MKOI , HYPE BO3 | LEC CO STREAM #WatchLEC",Zaboutine,superliga,2025-02-23 17:59:29,51.7K,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:20:07,League of Legends,20E的機會就在明天asiagodtone 2025/02/23,Esportmaniacos,Français,2025-02-23 17:59:54,179K,No Tags,No Goal,/3000,2008
2025-02-23 17:20:07,League of Legends,"💥 Blabla, React & on joueeeee avec @Skyyart💥 !homard",Th3Antonio,Speedrun,2025-02-23 18:00:31,454K,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:20:07,League of Legends,🟪DNEŠNÍ PLÁN: EUNE SOLOQ -> PATRICK JANE -> ABATYŠE04 🟪TOČKY 22:00 !kdytocky 🎰 🟪 🌞 !MERKUR 50 FS !bonus 200kč 🌞 🟪,亞洲統神 (asiagodtonegg3be0),ModeDifficile,2025-02-23 18:00:56,Unknown,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:20:07,League of Legends,❄️ Смотрим турик?! / ГМ -> 1к ЛП с 76% WR ✅! ❄️ !ТГ / !tierlist (Patch 15.4) / !Посоветуй - инфа о ЛоЛе,LyeGaia,leagueoflegeneds,2025-02-23 18:01:21,133K,No Tags,No Goal,/1100,530
2025-02-23 17:20:07,League of Legends,🖤✨ CHAMP REQUEST SUNDAY !champrequest [EUW] - !newvideo !EU,Opat04,Français,2025-02-23 18:01:46,290K,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:20:07,League of Legends,"UNRANKED TO CHALLENGER SE ENA WEEK DAY 1 ALLIWS 3 MERES STO TIMER . GKAVLATHON DAY 6, !GKAVLATHON . !10% , !GIVEAWAYS",Diamondprox_LoL,famillyguy,2025-02-23 18:02:11,106K,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:20:07,League of Legends,🔴 БО5 ФИНАЛ ТУРНИРА!!! 3 МИНУТЫ ЗАДЕРЖКА 🔴 !funpay !tg !discord !турнир,KayPea,Futa,2025-02-23 18:02:36,794K,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:20:15,Dota 2,LIVE: Tundra Esports vs. BetBoom Team - DreamLeague Season 25,ESL_DOTA2,English,2025-02-23 18:03:08,825K,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:20:15,Dota 2,Tundra Esports [0:0] BetBoom Team | DreamLeague S25: Group Stage | BO3 | @Eiritel & @grayne,dota2_paragon_ru,Esports,2025-02-23 18:03:34,416K,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:20:15,Dota 2,[NO DELAY]Tundra Esports [0:0] BetBoom Team | DreamLeague S25: Group Stage | BO3 | @afoninje spoiler=ban,ramzes,Русский,2025-02-23 18:03:59,455K,No Tags,454999//460000,No Goal,Unknown
2025-02-23 17:20:15,Dota 2,НОВЫЙ ПАТЧ 7.38! 🏆 НАШЕЛ ИМБУ ПАТЧА🏆 РОЗЫГРЫШ В ТГ!!! ДАУБИ ДАУБИ🏆,LenaGol0vach,Киберспорт,2025-02-23 18:04:23,Unknown,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:20:15,Dota 2,[БЕЗ ЗАДЕРЖКИ] Chimera Esports vs Team Spirit | DreamLeague S25 GS | !winline !tg !мерч !комп,just_ns,делаем,2025-02-23 18:04:49,771K,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:20:15,Dota 2,Tundra vs Betboom - Dreamleague S25 - Official co-stream,Gorgc,Русский,2025-02-23 18:05:16,751K,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:20:15,Dota 2,Берём ТИТАНА !розыгрыш !fonbet !mem !sirus,C_a_k_e,поворот,2025-02-23 18:05:46,Unknown,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:20:15,Dota 2,DREAMLEAGUE SEASON 25 - GROUPSTAGE 2 -tundra vs betboom - CO STREAM,singsing,Русский,2025-02-23 18:06:12,657K,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:20:15,Dota 2,NEW PATCH! EVERYTHING CHANGED WOW! TRYING EVERYTHING 🛑BACK TO GRIND 🛑 15K ON THE HORIZON 🛑 !YOUTUBE !IG,qojqva,Русский,2025-02-23 18:06:40,276K,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:20:15,Dota 2,🫵 🔴DOTA2 EZ grind🫵 INHOUSE later?🫵MIGHT PRACTICE WC3 tonight 🫵 HUGE DROPS yesterday 🫵 OPA🫵,Dendi,English,2025-02-23 18:07:09,1.1M,No Tags,No Goal,/1000,488
2025-02-23 17:20:15,Dota 2,avice moment creator | !betboom !бп !tg,avice,Русский,2025-02-23 18:07:35,101K,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:20:15,Dota 2,[UA] Tundra vs bb (0-0) BO3 | DreamLeague S25 | by @bromket & @goblak333,dota2_maincast,NoBackseating,2025-02-23 18:08:00,116K,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:20:15,Dota 2,TUNDRA x BB - DreamLeague S25 – Fase de Grupos 2 !COACH 🔥 SUB NÃO VE AD !PIX !LOJA !INICIANTES,NS_ART,English,2025-02-23 18:08:27,68K,No Tags,No Goal,/10000,1856
2025-02-23 17:20:15,Dota 2,новая лига,raimzes_66815,English,2025-02-23 18:08:57,Unknown,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:20:15,Dota 2,🏆 АПАЕМ 10 000ммр🏆 НАШЕЛ ИМБУ ПАТЧА🏆 НОВЫЙ ПАТЧ🏆 РОЗЫГРЫШ В ТГ!!! ДАУБИ ДАУБИ🏆,LenaGol0vach_46753,English,2025-02-23 18:09:23,Unknown,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:20:15,Dota 2,กับมาพร้อมขึ้นDevine ก่อนสิ้นเดือน,deknoii888_v2,Русский,2025-02-23 18:09:52,Unknown,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:20:15,Dota 2,บททดสอบของพระเจ้า 9 power of god lf sponsor,dogbrain666,дота2,2025-02-23 18:10:17,Unknown,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:20:15,Dota 2,try your best,w33haa,dota2,2025-02-23 18:10:45,313K,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:20:15,Dota 2,Нашел имбу для аппа рейтинга✅Смыло из леса😱 !tg !7tv ✅,mistercop,Maincast,2025-02-23 18:11:10,72.4K,No Tags,72442//80000,No Goal,Unknown
2025-02-23 17:20:15,Dota 2,Absolute ✅ ТОП 9 мира ✅ я не гуль ✅ !bb !tg !song !кресло,absolut3,UA,2025-02-23 18:11:40,87.9K,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:20:15,Dota 2,16600 ИГРОК БРУДА ОЧЕНЬ СИЛЬНАЯ(МНЕНИЕ)50k сабов вебка top1(2) (16600 gameplay) почему голос как у яторо???,mangekyou_14,dota,2025-02-23 18:12:04,Unknown,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:20:15,Dota 2,Tundra Esports vs BB Team [Bo3] | DreamLeague S25 - GROUP STAGE 2,ESB_Dota2,leagueoflegeneds,2025-02-23 18:12:36,91.3K,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:20:15,Dota 2,НЕ ЧСВ ❕ИГРАЮ ВЕСЕЛО ❕ НЕ ГОРЮ ❕ 7К БЕРЕТСЯ ❕ НЕ НОЮ ❕!tg !сборка,qwinkiii,Português,2025-02-23 18:13:01,104K,No Tags,103765//110000,No Goal,Unknown
2025-02-23 17:20:15,Dota 2,🇧🇷 AO VIVO: Tundra Esports vs. BetBoom Team - DreamLeague S25 - Fase de Grupos 2 - @pattyfaria_ e @taynerous,BTSBrasilTV,Русский,2025-02-23 18:13:27,242K,No Tags,No Goal,/2000,211
2025-02-23 17:20:15,Dota 2,DOTA 2 STREAM ❤️ НЕ КАЧАЮ УЛЬТ 🔥 РАМПАГА В КАЖДОЙ ИГРЕ 🔥,XADZON,Русский,2025-02-23 18:13:53,170,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:20:15,Dota 2,игра без мидаса = время на ветер,AMOR_ED,ภาษาไทย,2025-02-23 18:14:19,51.4K,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:20:15,Dota 2,Анализируем самый читаемый патч на DreamLeaguse s25 с @bzzisperfect,MantaQ,ไทย,2025-02-23 18:14:44,15.6K,No Tags,No Goal,/20,4
2025-02-23 17:20:15,Dota 2,Tundra Esports vs BetBoom - DreamLeague Season 25 GS 2 | !esl for main stream,olagheparande,ภาษาไทย,2025-02-23 18:15:12,25.7K,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:20:15,Dota 2,[FIL] Chimera vs Team Spirit (BO3) | DreamLeague S25 - Groupstage 2,kuyanicwxc,English,2025-02-23 18:15:37,121K,No Tags,No Goal,/100,32
2025-02-23 17:20:24,Grand Theft Auto V,なしまくん,叶ちゃんねる (kanae_2434),日本語,2025-02-23 18:16:03,Unknown,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:20:24,Grand Theft Auto V,ストグラ338日～oso～,ファン太 (fantasista_jp),日本語,2025-02-23 18:16:27,Unknown,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:20:24,Grand Theft Auto V,ストグラ524日目 小峯れい/ハイライト,FOXRABBIT,雑談,2025-02-23 18:16:52,50.3K,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:20:24,Grand Theft Auto V,#ストグラ｜羽山ペティ 194日目,栗山やんみ (yanmidayo),ストリートファイター6,2025-02-23 18:17:16,Unknown,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:20:24,Grand Theft Auto V,112日目 ジョシュア → 終末の角刈り,切嘛 (kiruma_ch),fps,2025-02-23 18:17:40,Unknown,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:20:24,Grand Theft Auto V,SpainRP - Isidoro (El 29 empezamos AMPLIABLE),imantado,日本語,2025-02-23 18:18:09,968K,No Tags,967505//1000000,No Goal,Unknown
2025-02-23 17:20:24,Grand Theft Auto V,Sjukstuga 🤧 cyrusbonus.se💰,CyrusTWO,ストグラ,2025-02-23 18:18:33,124K,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:20:24,Grand Theft Auto V,Ramee | ProdigyRP,Ramee,鳩禁止,2025-02-23 18:18:58,598K,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:20:24,Grand Theft Auto V,#ストグラ 【羽山パティ】 やるきじゅうぶん！ 2/23,天羽よつは (yochuco),ユニベロス,2025-02-23 18:19:22,Unknown,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:20:24,Grand Theft Auto V,【ストグラ】喉８割治,こるぺん (kolu_pen),SKE,2025-02-23 18:19:48,Unknown,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:20:24,Grand Theft Auto V,💛 [LuckyV.de] Ich habe Angst vor heute. || GTA Roleplay || !server !prep !discord,Heideltraut,ストグラ,2025-02-23 18:20:12,184K,No Tags,183712//200000,/11000,6453
2025-02-23 17:20:24,Grand Theft Auto V,[NYX] POSZUKIWANIA KONFIDENTA - WAITING ROOM NA KAMERKE | !g4 !steel !dzik #ad #Współpraca,Fatek_,日本語,2025-02-23 18:20:42,Unknown,No Tags,No Goal,No Goal,Unknown
2025-02-23 17:20:24,Grand Theft Auto V,| IMPERO | PRIMI PUNTI | REACT ALLE POSTAZIONI | !sub !prime !discord,iDensTv,Vtuber,2025-02-23 18:21:07,45.1K,No Tags,No Goal,/850,795
2025-02-23 17:20:24,Grand Theft Auto V,Abdul - TAXI AND POG SQUAD - !PRP PurpleRP !YouTube !Discord !instagram !NoPixel !Time2 !Time2RP #ad,AbdulHD,日本語,2025-02-23 18:21:32,376K,No Tags,No Goal,/1600,1509
